X,Y,i,j,hilltop_id,Cht,S,R,Lh,BasinID,a,b,StreamID,HilltopSlope,DivergentCount,PlanarCountFlag,E_Star,R_Star,EucDist
533772,4188490.0,7084,5904,1,-0.0212216,0.258946,32.3311,124.857,20335,7125,5899,4297,0.0594569,13,36,6.62412,0.323682,122.506
533768,4188500.0,7085,5903,1,-0.0266158,0.263377,32.0217,121.581,20335,7125,5899,4297,0.0924334,13,34,8.08996,0.329221,119.18
533772,4188500.0,7085,5904,1,-0.0241386,0.263766,32.1542,121.904,20335,7125,5899,4297,0.078215,11,37,7.3565,0.329708,119.526
533774,4188500.0,7085,5905,1,-0.0219552,0.254633,32.1058,126.086,20335,7125,5899,4297,0.084701,12,39,6.92064,0.318291,119.938
533762,4188500.0,7086,5901,1,-0.0317132,0.263047,31.354,119.196,20335,7125,5899,4297,0.129945,12,34,9.45019,0.328808,115.698
533766,4188500.0,7086,5902,1,-0.0265381,0.267635,31.5692,117.956,20335,7125,5899,4297,0.124988,11,34,7.82582,0.334544,115.909
533768,4188500.0,7086,5903,1,-0.0185804,0.268516,31.7695,118.315,20335,7125,5899,4297,0.126024,13,33,5.49585,0.335645,116.196
533772,4188500.0,7086,5904,1,-0.0247662,0.267771,31.863,118.993,20335,7125,5899,4297,0.113454,11,36,7.36752,0.334714,116.55
533774,4188500.0,7086,5905,1,-0.0261698,0.263623,31.911,121.048,20335,7125,5899,4297,0.110726,13,35,7.91948,0.329529,116.975
533756,4188500.0,7087,5899,1,-0.019518,0.261046,30.3963,116.441,20335,7125,5899,4297,0.13195,10,31,5.68171,0.326307,112.504
533760,4188500.0,7087,5900,1,-0.0268874,0.268954,30.7757,114.427,20335,7125,5899,4297,0.145038,11,31,7.6916,0.336193,112.563
533762,4188500.0,7087,5901,1,-0.0282475,0.271498,31.0355,114.312,20335,7125,5899,4297,0.156948,10,33,8.07256,0.339373,112.702
533774,4188500.0,7087,5905,1,-0.0250263,0.267508,31.5069,117.779,20335,7125,5899,4297,0.14176,13,34,7.36893,0.334385,114.014
533748,4188500.0,7088,5896,1,-0.01887,0.257941,29.4085,114.013,20335,7125,5899,4297,0.0884459,4,39,5.37854,0.322426,109.781
533750,4188500.0,7088,5897,1,-0.0151624,0.264701,29.6037,111.838,20335,7125,5899,4297,0.107921,9,39,4.23936,0.330876,109.609
533754,4188500.0,7088,5898,1,-0.0181454,0.269325,29.8938,110.995,20335,7125,5899,4297,0.126166,15,30,5.03514,0.336656,109.521
533774,4188500.0,7088,5905,1,-0.0158691,0.270364,30.9885,114.618,20335,7125,5899,4297,0.159502,13,33,4.54722,0.337955,111.054
533778,4188500.0,7088,5906,1,-0.0102114,0.259218,30.8151,118.877,20335,7125,5899,4297,0.156787,12,39,3.03477,0.324022,111.594
533742,4188510.0,7089,5894,1,-0.0148823,0.259265,28.7815,111.012,20335,7125,5899,4297,0.0904761,7,37,4.13028,0.324081,110.49
533744,4188510.0,7089,5895,1,-0.0132385,0.267093,28.9642,108.442,20335,7125,5899,4297,0.103065,5,38,3.58904,0.333866,107.055
533774,4188510.0,7089,5905,1,-0.0221017,0.273587,30.5171,111.544,20335,7125,5899,4297,0.173929,13,32,6.16328,0.341984,108.098
533778,4188510.0,7089,5906,1,-0.0103235,0.26773,30.4569,113.76,20335,7125,5899,4297,0.164424,12,34,2.93599,0.334663,108.652
533730,4188510.0,7090,5890,1,-0.0366707,0.213878,27.584,128.971,20335,7118,5870,4279,0.200249,8,47,11.8236,0.267348,102.9
533732,4188510.0,7090,5891,1,-0.0417259,0.214424,28.1455,131.261,20335,7118,5870,4279,0.148362,8,48,13.6925,0.26803,104.721
533736,4188510.0,7090,5892,1,-0.0363876,0.233717,28.4699,121.814,20335,7118,5870,4279,0.107753,15,34,11.0813,0.292146,104.991
533738,4188510.0,7090,5893,1,-0.0234325,0.263667,28.4184,107.781,20335,7125,5899,4297,0.103683,7,35,6.31396,0.329584,107.661
533742,4188510.0,7090,5894,1,-0.0137715,0.271167,28.5262,105.198,20335,7125,5899,4297,0.115513,4,35,3.62184,0.338959,104.422
533774,4188510.0,7090,5905,1,-0.0339633,0.276518,30.0262,108.587,20335,7125,5899,4297,0.212658,13,31,9.21992,0.345648,105.143
533778,4188510.0,7090,5906,1,-0.029514,0.271763,30.0185,110.459,20335,7125,5899,4297,0.186964,13,32,8.15019,0.339703,105.713
533724,4188510.0,7091,5888,1,-0.0486567,0.225439,26.1119,115.827,20335,7118,5870,4279,0.314248,7,41,14.0894,0.281799,96.5862
533726,4188510.0,7091,5889,1,-0.04798,0.228422,26.9259,117.878,20335,7118,5870,4279,0.242553,8,41,14.1395,0.285527,98.1694
533730,4188510.0,7091,5890,1,-0.0464445,0.238097,27.526,115.608,20335,7118,5870,4279,0.186804,11,37,13.4234,0.297621,99.1137
533732,4188510.0,7091,5891,1,-0.0422276,0.270632,27.7256,102.448,20335,7118,5871,4279,0.154111,12,34,10.8153,0.33829,99.1522
533736,4188510.0,7091,5892,1,-0.0316254,0.249544,28.6705,114.891,20335,7120,5871,4279,0.138492,17,32,9.08372,0.31193,108.166
533738,4188510.0,7091,5893,1,-0.0232321,0.273697,28.0948,102.649,20335,7125,5899,4297,0.144384,5,34,5.96191,0.342121,101.864
533778,4188510.0,7091,5906,1,-0.0218932,0.273304,29.3335,107.329,20335,7125,5899,4297,0.209676,13,31,5.87444,0.34163,102.777
533780,4188510.0,7091,5907,1,-0.0164805,0.266227,29.247,109.857,20335,7125,5899,4297,0.190298,14,33,4.52625,0.332784,103.447
533706,4188520.0,7092,5882,1,-0.00184646,0.208786,20.104,96.2902,20335,7118,5870,4279,0.270846,6,35,0.44449,0.260982,84.7625
533708,4188520.0,7092,5883,1,-0.00406446,0.212887,20.9265,98.2985,20335,7118,5870,4279,0.280612,6,36,0.998826,0.266109,85.9864
533718,4188520.0,7092,5886,1,-0.0152987,0.229931,23.7117,103.125,20335,7118,5870,4279,0.367844,6,37,3.9442,0.287413,89.881
533720,4188520.0,7092,5887,1,-0.031664,0.241319,24.8064,102.795,20335,7118,5870,4279,0.36444,11,35,8.13725,0.301649,91.2719
533724,4188520.0,7092,5888,1,-0.0531581,0.252706,25.6662,101.565,20335,7118,5871,4279,0.311657,10,34,13.4975,0.315883,92.7588
533726,4188520.0,7092,5889,1,-0.0568115,0.264671,26.4499,99.9349,20335,7118,5871,4279,0.253589,6,37,14.1936,0.330839,93.6508
533730,4188520.0,7092,5890,1,-0.045567,0.276281,26.9297,97.4721,20335,7118,5871,4279,0.212987,10,34,11.1038,0.345351,94.8988
533732,4188520.0,7092,5891,1,-0.0390589,0.279288,27.2873,97.7031,20335,7118,5871,4279,0.193775,15,30,9.54043,0.34911,100.001
533736,4188520.0,7092,5892,1,-0.0332079,0.265978,27.5572,103.607,20335,7125,5899,4297,0.19114,7,34,8.60142,0.332473,100.876
533738,4188520.0,7092,5893,1,-0.02392,0.277047,27.5776,99.5414,20335,7125,5899,4297,0.195223,5,33,5.95257,0.346308,98.9069
533780,4188520.0,7092,5907,1,-0.015701,0.269895,28.7361,106.471,20335,7125,5899,4297,0.172336,12,34,4.17926,0.337369,100.535
533694,4188520.0,7093,5878,1,-0.00198866,0.200996,17.217,85.6588,20335,7118,5870,4279,0.201935,7,29,0.425866,0.251244,77.6332
533706,4188520.0,7093,5882,1,-0.0132354,0.220275,19.9211,90.4373,20335,7118,5870,4279,0.280691,4,34,2.99243,0.275344,81.4847
533708,4188520.0,7093,5883,1,-0.021453,0.228656,20.7098,90.5719,20335,7118,5870,4279,0.285597,6,35,4.8576,0.28582,82.6425
