node,row,col,latitude,longitude,chi,elevation,flow_distance,drainage_area,m_chi,b_chi,source_key,basin_key,segmented_elevation,segment_number
43395737,7119,5870,37.8887922,-122.61707,36.798,272.29,1458.8,3051.0,3.022,162.33,1233,38,273.53,4279
43397437,7120,5869,37.8887653,-122.617104,36.473,271.55,1454.5,3366.0,3.022,162.33,1233,38,272.55,4279
43399138,7121,5869,37.8887382,-122.617104,36.25,270.95,1451.5,3411.0,3.022,162.33,1233,38,271.87,4279
43400839,7122,5869,37.8887112,-122.617105,36.028,270.49,1448.5,3420.0,3.022,162.33,1233,38,271.2,4279
43402540,7123,5869,37.8886841,-122.617105,35.806,270.04,1445.5,4491.0,3.022,162.33,1233,38,270.53,4279
43404242,7124,5869,37.8886571,-122.617105,35.602,269.56,1442.5,4536.0,3.022,162.33,1233,38,269.92,4279
43405944,7125,5868,37.8886302,-122.617139,35.316,269.19,1438.3,5472.0,3.022,162.33,1233,38,269.05,4279
43407647,7126,5868,37.8886031,-122.617139,35.125,268.87,1435.3,5481.0,3.022,162.33,1233,38,268.47,4279
43409350,7127,5868,37.8885761,-122.617139,34.934,268.43,1432.3,5490.0,3.022,162.33,1233,38,267.9,4279
43411053,7128,5868,37.8885491,-122.617139,34.743,267.83,1429.3,5499.0,3.022,162.33,1233,38,267.32,4279
43412756,7129,5868,37.888522,-122.61714,34.552,267.31,1426.3,5922.0,3.022,162.33,1233,38,266.74,4279
43414460,7130,5869,37.8884949,-122.617106,34.289,266.61,1422.0,6795.0,3.022,162.33,1233,38,265.95,4279
43416163,7131,5869,37.8884678,-122.617106,34.111,266.06,1419.0,7524.0,3.022,162.33,1233,38,265.41,4279
43417866,7132,5869,37.8884408,-122.617106,33.938,265.47,1416.0,7659.0,3.022,162.33,1233,38,264.89,4279
43419559,7133,5869,37.8884138,-122.617106,33.767,265.02,1413.0,7704.0,3.022,162.33,1233,38,264.37,4279
43421251,7134,5869,37.8883867,-122.617106,33.596,264.49,1410.0,7758.0,3.022,162.33,1233,38,263.85,4279
43422943,7135,5869,37.8883597,-122.617106,33.425,264.09,1407.0,7767.0,3.022,162.33,1233,38,263.34,4279
43424635,7136,5869,37.8883326,-122.617106,33.254,263.44,1404.0,7992.0,3.022,162.33,1233,38,262.82,4279
43426323,7137,5869,37.8883056,-122.617107,33.085,262.97,1401.0,8226.0,3.022,162.33,1233,38,262.31,4279
43428011,7138,5870,37.8882784,-122.617073,32.848,262.32,1396.8,8568.0,3.022,162.33,1233,38,261.59,4279
43429697,7139,5870,37.8882514,-122.617073,32.683,261.67,1393.8,8613.0,3.022,162.33,1233,38,261.09,4279
43431382,7140,5870,37.8882244,-122.617073,32.518,261.11,1390.8,8622.0,3.022,162.33,1233,38,260.6,4279
43433065,7141,5870,37.8881973,-122.617073,32.353,260.68,1387.8,8946.0,3.022,162.33,1233,38,260.1,4279
43434747,7142,5870,37.8881703,-122.617073,32.189,259.87,1384.8,8964.0,3.022,162.33,1233,38,259.6,4279
43436428,7143,5870,37.8881433,-122.617073,32.026,259.34,1381.8,8973.0,3.022,162.33,1233,38,259.11,4279
43438109,7144,5870,37.8881162,-122.617073,31.863,258.83,1378.8,8982.0,3.022,162.33,1233,38,258.62,4279
