X,Y,i,j,hilltop_id,Cht,S,R,Lh,BasinID,a,b,StreamID,HilltopSlope,DivergentCount,PlanarCountFlag,E_Star,R_Star,EucDist
528042,4181300.0,4685,3994,4,-0.0293288,0.430162,37.8912,88.0859,15829,4708,4002,2496,0.132542,24,12,6.45864,0.537703,72.0129
528044,4181300.0,4685,3995,4,-0.021563,0.453832,37.4172,82.4473,15829,4708,4002,2496,0.166209,25,10,4.44453,0.56729,71.0233
528048,4181300.0,4685,3996,4,-0.0097061,0.462089,36.7713,79.5761,15829,4708,4002,2496,0.188839,25,9,1.93093,0.577612,70.1481
528050,4181300.0,4685,3997,4,-0.00983023,0.464197,36.2432,78.0771,15829,4708,4002,2496,0.188809,22,9,1.91879,0.580246,69.3917
528054,4181300.0,4685,3998,4,-0.0185035,0.461197,35.72,77.4505,15829,4708,4002,2496,0.191838,29,5,3.58277,0.576497,68.7579
528056,4181300.0,4685,3999,4,-0.0331414,0.445348,35.1867,79.0095,15829,4708,4002,2496,0.20535,31,2,6.54622,0.556685,68.2503
528038,4181300.0,4686,3993,3,-0.0502111,0.474885,38.399,80.8595,15829,4708,4002,2496,0.112508,22,14,10.1501,0.593606,70.3521
528042,4181300.0,4686,3994,3,-0.0485351,0.49613,38.0504,76.6943,15829,4708,4002,2496,0.162048,22,13,9.30592,0.620163,69.2088
528056,4181300.0,4686,3999,4,-0.0234138,0.496149,34.8272,70.1951,15829,4708,4002,2496,0.249923,24,6,4.10884,0.620186,65.2848
528060,4181300.0,4686,4000,4,-0.0309797,0.489271,34.2262,69.9535,15829,4708,4002,2496,0.274162,27,6,5.41785,0.611589,64.8887
528062,4181300.0,4686,4001,4,-0.0418316,0.477354,33.5713,70.3279,15829,4708,4002,2496,0.300767,26,2,7.35483,0.596693,64.6297
528066,4181300.0,4686,4002,4,-0.0382017,0.456535,32.7146,71.6584,15829,4708,4002,2496,0.314285,26,3,6.84369,0.570669,64.5092
528068,4181300.0,4686,4003,4,-0.0185461,0.439282,31.888,72.5912,15829,4708,4002,2496,0.301864,23,7,3.3657,0.549102,64.5282
528072,4181300.0,4686,4004,4,-0.00399545,0.427488,30.9409,72.3784,15829,4708,4002,2496,0.282118,24,7,0.722961,0.534361,64.6865
528078,4181300.0,4686,4006,4,-0.00982757,0.412576,29.6872,71.9557,15829,4708,4002,2496,0.204283,26,7,1.76787,0.51572,65.4158
528080,4181300.0,4686,4007,4,-0.0282357,0.405165,29.2238,72.128,15829,4708,4002,2496,0.179779,24,6,5.09147,0.506456,65.9824
528084,4181300.0,4686,4008,4,-0.0229331,0.402585,28.7998,71.5371,15829,4708,4002,2496,0.161871,24,7,4.10142,0.503232,66.6793
528086,4181300.0,4686,4009,4,-0.0119292,0.39495,28.2079,71.4213,15829,4708,4002,2496,0.138919,22,8,2.12999,0.493688,67.5024
528090,4181300.0,4686,4010,4,-0.00475618,0.393241,28.0173,71.2471,15829,4708,4002,2496,0.0986103,21,10,0.847159,0.491551,68.4472
528092,4181300.0,4686,4011,4,-0.0117226,0.386782,27.8253,71.9404,15829,4708,4002,2496,0.0595231,21,11,2.10833,0.483478,69.5088
528096,4181300.0,4686,4012,4,-0.0030498,0.378254,27.7309,73.3128,15829,4708,4002,2496,0.0303772,21,12,0.558973,0.472818,70.6818
528098,4181300.0,4686,4013,4,-0.00493228,0.374227,27.6933,74.0013,15829,4708,4002,2496,0.00322547,21,11,0.912487,0.467784,71.9609
528036,4181300.0,4687,3992,3,-0.0582803,0.544823,38.5051,70.6745,15829,4708,4001,2496,0.0686232,27,4,10.2973,0.681029,67.7827
528038,4181300.0,4687,3993,3,-0.0594907,0.545166,38.4215,70.4767,15829,4708,4002,2496,0.146504,27,6,10.4818,0.681457,66.6076
528104,4181300.0,4687,4015,4,-0.00374876,0.36697,27.9058,76.0438,15829,4708,4002,2496,0.0678842,21,12,0.712675,0.458712,72.2445
528032,4181300.0,4688,3991,3,-0.0443123,0.582187,38.4178,65.9888,15829,4708,4001,2496,0.0817996,21,8,7.31029,0.727733,65.7171
528104,4181300.0,4688,4015,4,-0.0080662,0.386416,27.9221,72.2594,15829,4708,4002,2496,0.0633759,18,14,1.45715,0.483019,69.7005
528108,4181300.0,4688,4016,4,-0.00691725,0.373354,28.1144,75.3024,15829,4708,4002,2496,0.0682699,18,15,1.30221,0.466693,71.3763
528116,4181300.0,4688,4019,4,-0.010898,0.339316,29.0104,85.4969,15829,4708,4002,2496,0.120124,20,16,2.32935,0.424145,76.894
528026,4181310.0,4689,3989,3,-0.0535502,0.583477,43.8622,75.1739,15829,4712,3999,2496,0.0568561,24,8,10.0639,0.729346,75.9461
528030,4181310.0,4689,3990,3,-0.0555502,0.597292,41.9662,70.2608,15829,4711,3999,2496,0.096873,21,9,9.75751,0.746616,70.1974
528032,4181310.0,4689,3991,3,-0.0545322,0.600606,37.2341,61.9943,15829,4708,4000,2496,0.1877,22,5,8.45171,0.750757,61.8236
528116,4181310.0,4689,4019,4,-0.0189848,0.365491,29.091,79.5943,15829,4708,4002,2496,0.120133,16,19,3.77771,0.456864,74.593
528120,4181310.0,4689,4020,4,-0.0340118,0.357307,29.4926,82.5415,15829,4708,4002,2496,0.096398,16,20,7.01845,0.446634,76.6294
528020,4181310.0,4690,3987,3,-0.0739698,0.581077,47.8369,82.3245,15829,4715,3998,2496,0.0920955,20,15,15.2238,0.726346,83.3298
528024,4181310.0,4690,3988,3,-0.0458995,0.596788,44.3373,74.2933,15829,4713,3998,2496,0.130696,22,10,8.52506,0.745985,73.8195
528026,4181310.0,4690,3989,3,-0.0554548,0.606806,43.4632,71.6262,15829,4712,3999,2496,0.178176,26,5,9.93003,0.758507,73.5855
528120,4181310.0,4690,4020,4,-0.0240696,0.373521,29.3696,78.6291,15829,4708,4002,2496,0.0950967,21,14,4.73143,0.466901,74.4557
528122,4181310.0,4690,4021,4,-0.0224141,0.366771,29.5279,80.5079,15829,4708,4002,2496,0.0624686,22,14,4.51128,0.458463,76.5989
528126,4181310.0,4690,4022,4,-0.014902,0.333041,26.2176,78.7217,15829,4715,4016,2462,0.0370469,13,17,2.93278,0.416301,75.8913
528128,4181310.0,4690,4023,4,-0.00496455,0.325269,26.1398,80.3635,15829,4715,4016,2462,0.0271714,28,9,0.997422,0.406586,79.1375
528134,4181310.0,4690,4025,4,-0.0039998,0.317856,26.2452,82.5695,15829,4715,4016,2462,0.0331762,27,10,0.825653,0.39732,81.0478
528138,4181310.0,4690,4026,4,-0.0142602,0.306339,26.3853,86.1312,15829,4715,4016,2462,0.0243293,27,11,3.07062,0.382923,82.1508
528018,4181310.0,4691,3986,3,-0.073542,0.577142,49.1009,85.0759,15829,4716,3998,2496,0.159637,25,11,15.6416,0.721428,82.9759
528020,4181310.0,4691,3987,3,-0.069637,0.600153,45.6618,76.0836,15829,4714,3998,2496,0.205497,20,13,13.2456,0.750191,77.4721
528122,4181310.0,4691,4021,1,-0.013932,0.38021,29.3401,77.1681,15829,4708,4002,2496,0.0711669,22,13,2.68777,0.475262,74.538
528126,4181310.0,4691,4022,1,-0.0139121,0.332671,26.0916,78.4308,15829,4715,4016,2462,0.0525916,23,10,2.72784,0.415839,75.4355
528128,4181310.0,4691,4023,1,-0.000121107,0.336521,26.024,77.3325,15829,4715,4016,2462,0.0383456,28,8,0.0234138,0.420651,76.2661
528138,4181310.0,4691,4026,4,-0.0112796,0.322705,26.3795,81.7449,15829,4715,4016,2462,0.0464193,25,8,2.30514,0.403381,79.3871
528140,4181310.0,4691,4027,4,-0.0229301,0.311223,26.4887,85.1115,15829,4715,4016,2462,0.0262174,25,9,4.87904,0.389029,80.6245
528008,4181320.0,4692,3983,3,-0.0400901,0.591782,77.3997,130.791,15829,4735,3979,2513,0.16832,33,13,13.1085,0.739728,128.094
528012,4181320.0,4692,3984,3,-0.0648148,0.560363,60.7858,108.476,15829,4726,3996,2463,0.178734,42,5,17.5771,0.700454,106.272
528014,4181320.0,4692,3985,3,-0.0642382,0.584339,48.6401,83.2395,15829,4717,3997,2496,0.208785,25,11,13.3679,0.730424,81.7112
528122,4181320.0,4692,4021,1,-0.0145758,0.397774,29.2284,73.4798,15829,4708,4002,2496,0.0773368,17,17,2.67756,0.497218,72.459
528126,4181320.0,4692,4022,1,-0.0170423,0.347872,25.943,74.5764,15829,4715,4016,2462,0.0673168,28,8,3.17738,0.43484,72.5416
528128,4181320.0,4692,4023,1,-0.00877024,0.349397,25.9395,74.2407,15829,4715,4016,2462,0.0568032,28,7,1.62777,0.436746,73.405
528140,4181320.0,4692,4027,4,-0.0214864,0.342323,26.457,77.2867,15829,4715,4016,2462,0.045697,26,7,4.15153,0.427904,77.9183
528144,4181320.0,4692,4028,4,-0.0247748,0.339314,26.502,78.1045,15829,4715,4016,2462,0.0191647,26,8,4.83755,0.424142,79.291
528002,4181320.0,4693,3981,3,-0.0284917,0.606233,76.3328,125.913,15829,4735,3979,2513,0.128457,51,2,8.96871,0.757791,124.676
528006,4181320.0,4693,3982,3,-0.0241753,0.61025,76.8407,125.917,15829,4735,3980,2513,0.168382,40,9,7.61017,0.762813,124.726
528008,4181320.0,4693,3983,3,-0.0438862,0.61941,83.8259,135.332,15829,4738,3988,2463,0.212973,45,6,14.848,0.774262,134.215
528012,4181320.0,4693,3984,3,-0.0528074,0.570937,47.7314,83.602,15829,4717,3997,2496,0.258829,18,18,11.037,0.713671,81.7767
528120,4181320.0,4693,4020,1,-0.006508,0.417742,28.8438,69.0468,15829,4708,4002,2496,0.079912,17,15,1.12339,0.522178,68.2109
528122,4181320.0,4693,4021,1,-0.0192297,0.358259,25.7241,71.803,15829,4715,4016,2462,0.0817733,21,7,3.45187,0.447824,68.8785
