X,Y,i,j,hilltop_id,Cht,S,R,Lh,BasinID,a,b,StreamID,HilltopSlope,DivergentCount,PlanarCountFlag,E_Star,R_Star,EucDist
525570,4178250.0,3670,3170,3,-0.00858459,0.136606,9.94446,72.7967,12613,3690,3159,1583,0.0329051,1,29,1.56232,0.170757,67.1691
525572,4178250.0,3670,3171,4,-0.00201942,0.119194,7.3515,61.6769,12613,3688,3162,1583,0.0185833,0,30,0.311379,0.148992,59.2478
525566,4178250.0,3671,3169,3,-0.0120023,0.13023,7.65012,58.7432,12613,3688,3161,1583,0.0528773,1,23,1.76264,0.162787,54.561
525570,4178250.0,3671,3170,3,-0.00668277,0.126935,7.18552,56.6079,12613,3688,3162,1583,0.0441935,0,24,0.945744,0.158669,55.2129
525572,4178250.0,3671,3171,4,-0.00344466,0.126486,7.34,58.03,12613,3688,3162,1583,0.0352696,0,25,0.499734,0.158108,56.5678
525576,4178250.0,3671,3172,4,-0.00945482,0.121551,7.439,61.2009,12613,3688,3162,1583,0.0240348,0,26,1.44661,0.151938,58.0743
525576,4178260.0,3672,3172,4,-0.0223752,0.131222,7.49118,57.0878,12613,3688,3162,1583,0.044219,0,25,3.19338,0.164028,55.4415
525578,4178260.0,3672,3173,4,-0.0252343,0.127523,7.58206,59.4564,12613,3688,3162,1583,0.00994715,0,26,3.75085,0.159404,57.1136
525582,4178260.0,3672,3174,4,-0.0138623,0.0872076,3.65552,41.9174,12613,3684,3169,1583,0.00774236,0,18,1.45268,0.109009,37.8615
525584,4178260.0,3673,3175,4,-0.00317393,0.0956592,3.53351,36.9385,12613,3684,3169,1583,0.0291493,0,16,0.2931,0.119574,36.5688
525588,4178260.0,3673,3176,4,-0.0061141,0.0943869,3.60406,38.1839,12613,3684,3169,1583,0.0247573,0,17,0.583651,0.117984,37.925
525590,4178260.0,3673,3177,4,-0.0155935,0.0918282,3.68719,40.1532,12613,3684,3169,1583,0.0134574,0,18,1.56532,0.114785,39.5674
525552,4178260.0,3674,3164,3,-0.00742996,0.165852,7.58423,45.7289,12613,3689,3160,1583,0.0547552,1,17,0.84941,0.207315,45.2521
525590,4178260.0,3674,3177,4,-0.0133257,0.09805,3.61603,36.8794,12613,3684,3169,1583,0.0405291,0,17,1.22861,0.122563,36.7843
525594,4178260.0,3674,3178,4,-0.0192806,0.0940037,3.55539,37.8218,12613,3684,3170,1583,0.0154299,0,17,1.82306,0.117505,37.7179
