X,Y,i,j,hilltop_id,Cht,S,R,Lh,BasinID,a,b,StreamID,HilltopSlope,DivergentCount,PlanarCountFlag,E_Star,R_Star,EucDist
521126,4172920.0,1893,1689,3,-0.0105136,0.0688793,17.1539,249.043,6523,1957,1646,433,0.0266407,0,106,6.54584,0.0860991,229.414
521126,4172920.0,1894,1689,3,-0.00465803,0.0714036,17.0116,238.246,6523,1957,1646,433,0.0304951,0,105,2.7744,0.0892544,227.232
521126,4172920.0,1895,1689,3,-0.00672538,0.0715746,16.9888,237.358,6523,1957,1646,433,0.0274556,0,104,3.99081,0.0894683,225.067
521126,4172930.0,1896,1689,3,-0.00812264,0.0720503,16.9112,234.714,6523,1957,1646,433,0.0286785,0,103,4.76624,0.0900628,222.757
521126,4172930.0,1897,1689,3,-0.00318976,0.0723609,16.7677,231.723,6523,1957,1646,433,0.0355099,0,102,1.84785,0.0904511,220.339
521126,4172930.0,1898,1689,3,-0.00148652,0.0730003,16.6695,228.349,6523,1957,1646,433,0.0313971,0,101,0.848614,0.0912504,217.745
521124,4172940.0,1901,1688,3,-0.00102276,0.0752428,16.4635,218.804,6523,1957,1646,433,0.02144,0,97,0.559463,0.0940535,208.727
521124,4172950.0,1902,1688,3,-0.0024888,0.0742185,16.4033,221.014,6523,1957,1646,433,0.0253236,0,96,1.37515,0.0927731,205.706
521120,4172950.0,1903,1687,2,-0.00131097,0.0764759,16.2413,212.372,6523,1957,1646,433,0.0258033,0,94,0.696031,0.0955949,202.253
521124,4172950.0,1903,1688,2,-0.00593062,0.0746436,16.3238,218.69,6523,1957,1646,433,0.0274455,0,95,3.24242,0.0933045,203.329
521120,4172960.0,1905,1687,2,-0.00410435,0.0783878,16.1148,205.578,6523,1957,1646,433,0.0192742,0,92,2.10941,0.0979847,197.236
521120,4172960.0,1906,1687,2,-0.00587473,0.0797177,16.121,202.227,6523,1957,1646,433,0.0261343,0,91,2.97006,0.0996471,194.851
521124,4172960.0,1906,1688,2,-0.0015692,0.0768409,16.0658,209.079,6523,1957,1646,433,0.0236645,0,92,0.820215,0.0960511,196.303
521118,4172960.0,1907,1686,2,-0.00715125,0.102601,26.6619,259.861,6523,1942,1611,455,0.0391426,0,109,4.64582,0.128251,248.995
521120,4172960.0,1907,1687,2,-0.00815304,0.0807623,16.0207,198.369,6523,1957,1646,433,0.0339556,0,90,4.04327,0.100953,192.439
521124,4172960.0,1907,1688,2,-0.00561366,0.0778952,16.0131,205.572,6523,1957,1646,433,0.0295632,0,91,2.88503,0.097369,193.998
521118,4172960.0,1908,1686,2,-0.00115995,0.0806078,15.8701,196.881,6523,1957,1646,433,0.0392454,0,88,0.570927,0.10076,188.66
521124,4172960.0,1908,1688,2,-0.00142488,0.0785272,15.9062,202.557,6523,1957,1646,433,0.0331577,0,90,0.72155,0.098159,191.711
521114,4172970.0,1909,1685,2,-0.00553249,0.105562,26.7779,253.671,6523,1942,1610,455,0.0326802,0,107,3.50858,0.131952,244.038
521118,4172970.0,1909,1686,2,-0.00124649,0.0813618,15.7572,193.669,6523,1957,1646,433,0.0345412,0,87,0.603513,0.101702,186.239
521112,4172970.0,1910,1684,2,-0.00706338,0.105986,26.6262,251.225,6523,1942,1610,455,0.0419358,0,105,4.43624,0.132482,240.12
521114,4172970.0,1910,1685,2,-0.00851721,0.0820916,15.6907,191.136,6523,1957,1646,433,0.0375897,0,85,4.06987,0.102614,182.328
521118,4172970.0,1910,1686,2,-0.00230672,0.0822285,15.6896,190.805,6523,1957,1646,433,0.0355809,0,86,1.10034,0.102786,183.918
521120,4172970.0,1910,1687,2,-0.000204021,0.0815986,15.6643,191.968,6523,1957,1646,433,0.0318692,0,87,0.0979136,0.101998,185.25
521108,4172970.0,1911,1683,2,-0.00173647,0.106222,26.3889,248.432,6523,1942,1610,455,0.0488242,0,103,1.07849,0.132777,236.199
521112,4172970.0,1911,1684,2,-0.00411402,0.106031,26.1232,246.374,6523,1942,1611,455,0.0474495,0,103,2.53397,0.132538,238.708
521114,4172970.0,1911,1685,2,-0.00529789,0.082829,15.5264,187.451,6523,1957,1646,433,0.0468993,0,84,2.48274,0.103536,179.879
521120,4172970.0,1911,1687,2,-0.00487209,0.0822206,15.5807,189.499,6523,1957,1646,433,0.0372447,0,86,2.30813,0.102776,182.988
521114,4172980.0,1912,1685,2,-0.00139201,0.08347,15.3906,184.385,6523,1957,1646,433,0.0479022,0,83,0.641664,0.104338,177.527
521120,4172980.0,1912,1687,2,-0.00442519,0.0826708,15.4473,186.853,6523,1957,1646,433,0.0421392,0,85,2.06715,0.103338,180.756
521106,4172980.0,1913,1682,2,-0.00146483,0.10887,26.1419,240.12,6523,1942,1610,455,0.0341361,0,100,0.879338,0.136088,231.127
521112,4172980.0,1913,1684,2,-0.000887454,0.0842468,15.2314,180.796,6523,1957,1646,433,0.041081,0,81,0.40112,0.105308,173.406
521120,4172980.0,1913,1687,2,-0.0018626,0.0832144,15.3354,184.287,6523,1957,1646,433,0.0415007,0,84,0.858133,0.104018,178.545
521124,4172980.0,1913,1688,2,-0.000764595,0.0817938,15.3605,187.795,6523,1957,1646,433,0.0400874,0,85,0.358968,0.102242,180.59
521102,4172980.0,1914,1681,2,-0.0130155,0.110138,26.006,236.123,6523,1942,1610,455,0.054854,0,98,7.68311,0.137672,227.244
521106,4172980.0,1914,1682,2,-0.00671734,0.110346,26.0577,236.145,6523,1942,1610,455,0.0424031,0,99,3.96566,0.137933,229.974
521108,4172980.0,1914,1683,2,-0.00427761,0.0847156,15.0837,178.051,6523,1957,1646,433,0.0367904,0,79,1.90408,0.105895,169.408
521124,4172980.0,1914,1688,2,-3.14852e-05,0.0822693,15.2069,184.843,6523,1957,1646,433,0.0311885,0,84,0.0145496,0.102837,178.434
521100,4172980.0,1915,1680,2,-0.00178319,0.11071,25.6883,232.032,6523,1942,1610,455,0.0792189,0,96,1.03439,0.138388,223.37
521102,4172980.0,1915,1681,2,-0.00919786,0.111379,25.843,232.027,6523,1942,1610,455,0.068194,0,97,5.33538,0.139224,226.155
521106,4172980.0,1915,1682,2,-0.00858888,0.109567,25.0955,229.043,6523,1942,1612,455,0.0527256,0,100,4.91805,0.136959,226.623
521120,4172980.0,1915,1687,2,-0.000140446,0.0840636,15.1036,179.669,6523,1957,1646,433,0.0347179,0,82,0.0630842,0.10508,174.198
521102,4172990.0,1916,1681,2,-0.0002598,0.110335,25.2628,228.965,6523,1942,1611,455,0.0708481,0,95,0.148713,0.137919,224.808
521120,4172990.0,1916,1687,2,-0.00673921,0.0846385,15.0255,177.525,6523,1957,1646,433,0.0360467,0,81,2.99095,0.105798,172.064
521124,4172990.0,1916,1688,2,-0.00950625,0.0842357,15.1193,179.488,6523,1957,1646,433,0.0270222,0,82,4.26565,0.105295,174.196
521090,4172990.0,1917,1677,2,-0.0030814,0.111562,24.8648,222.879,6523,1942,1610,455,0.0653383,0,93,1.71695,0.139452,212.849
521124,4172990.0,1917,1688,2,-0.0126248,0.0850815,15.035,176.712,6523,1957,1646,433,0.03436,0,81,5.57738,0.106352,172.117
521084,4172990.0,1918,1675,2,-0.00301015,0.113133,24.4357,215.99,6523,1942,1610,455,0.0755957,0,88,1.62541,0.141417,206.184
521088,4172990.0,1918,1676,2,-0.0041136,0.113562,24.6223,216.817,6523,1942,1610,455,0.0690823,0,89,2.22974,0.141953,208.992
521090,4172990.0,1918,1677,2,-0.00282976,0.113402,24.8023,218.712,6523,1942,1610,455,0.0643788,0,90,1.54726,0.141752,211.805
521094,4172990.0,1918,1678,2,-0.00260858,0.113992,24.9621,218.981,6523,1942,1610,455,0.0622293,0,91,1.42808,0.14249,214.571
521124,4172990.0,1918,1688,2,-0.00441558,0.0855825,14.8932,174.022,6523,1957,1646,433,0.0443085,0,80,1.92102,0.106978,170.065
521052,4173000.0,1919,1664,2,-0.000836026,0.123151,22.6061,183.564,6523,1942,1610,455,0.00625234,0,78,0.383661,0.153939,174.353
521066,4173000.0,1919,1669,2,-0.00423011,0.116838,23.0797,197.536,6523,1942,1610,455,0.0475466,0,81,2.089,0.146047,188.273
521078,4173000.0,1919,1673,1,-0.00540341,0.114643,23.9148,208.602,6523,1942,1610,455,0.0850035,0,85,2.8179,0.143304,199.521
521082,4173000.0,1919,1674,1,-0.00299396,0.114666,24.0753,209.961,6523,1942,1610,455,0.0756697,0,86,1.57153,0.143332,202.331
521078,4173000.0,1920,1673,1,-0.00675741,0.117205,23.8726,203.682,6523,1942,1610,455,0.0795409,0,84,3.44091,0.146506,198.495
521082,4173000.0,1920,1674,1,-0.00420038,0.116898,24.041,205.657,6523,1942,1610,455,0.0706338,0,85,2.15959,0.146123,201.301
521088,4173000.0,1920,1676,1,-0.00056698,0.0893202,13.3534,149.5,6523,1957,1646,433,0.0648407,0,66,0.211909,0.11165,142.101
521048,4173000.0,1921,1663,2,-0.0077899,0.126415,23.0461,182.305,6523,1942,1609,455,0.00607905,0,74,3.55035,0.158019,173.457
521070,4173000.0,1921,1670,1,-0.00246396,0.120479,23.3427,193.749,6523,1942,1610,455,0.0389442,0,80,1.19348,0.150598,189.007
521048,4173010.0,1922,1663,2,-0.000825934,0.127819,25.0099,195.666,6523,1944,1605,455,0.0110167,0,79,0.404017,0.159774,184.846
521070,4173010.0,1922,1670,1,-0.0093018,0.120132,22.9584,191.11,6523,1942,1611,455,0.0381777,0,78,4.44417,0.150165,187.765
521124,4173010.0,1922,1688,2,-0.00172735,0.0876782,14.5056,165.441,6523,1957,1646,433,0.0204864,0,76,0.714435,0.109598,162.144
521054,4173010.0,1923,1665,1,-0.00204806,0.126349,22.2121,175.8,6523,1942,1611,455,0.0236236,0,72,0.900122,0.157936,172.595
521058,4173010.0,1923,1666,1,-0.000820435,0.124803,22.2953,178.643,6523,1942,1611,455,0.0298119,0,73,0.366413,0.156004,175.415
521066,4173010.0,1923,1669,1,-0.00594344,0.0933872,12.0131,128.638,6523,1957,1646,433,0.0489247,0,56,1.91138,0.116734,122.719
521070,4173010.0,1923,1670,1,-0.00845436,0.094532,12.2275,129.347,6523,1957,1646,433,0.0390569,0,57,2.73387,0.118165,123.964
521124,4173010.0,1923,1688,2,-0.00366724,0.0883257,14.4594,163.705,6523,1957,1646,433,0.0216935,0,75,1.50087,0.110407,160.242
