node,row,col,latitude,longitude,chi,elevation,flow_distance,drainage_area,m_chi,b_chi,source_key,basin_key,segmented_elevation,segment_number
33017730,4776,4168,37.9523183,-122.674859,86.828,477.19,9226.4,3294.0,2.0058,304.02,762,27,478.19,2624
33017731,4776,4169,37.9523182,-122.674825,86.603,476.86,9223.4,3357.0,2.0058,304.02,762,27,477.74,2624
33017732,4776,4170,37.9523181,-122.674791,86.38,476.39,9220.4,3402.0,2.0058,304.02,762,27,477.29,2624
33017733,4776,4171,37.952318,-122.674757,86.158,475.89,9217.4,12546.0,2.0058,304.02,762,27,476.84,2624
33023840,4777,4172,37.9522908,-122.674723,85.951,475.68,9213.1,12663.0,2.0058,304.02,762,27,476.43,2624
33029946,4778,4172,37.9522638,-122.674723,85.805,475.58,9210.1,12879.0,2.0058,304.02,762,27,476.13,2624
33036052,4779,4172,37.9522368,-122.674723,85.66,475.51,9207.1,12897.0,2.0058,304.02,762,27,475.84,2624
33042157,4780,4172,37.9522097,-122.674723,85.515,475.38,9204.1,12906.0,2.0058,304.02,762,27,475.55,2624
33048261,4781,4172,37.9521827,-122.674723,85.369,475.17,9201.1,12933.0,2.0058,304.02,762,27,475.26,2624
33054366,4782,4173,37.9521556,-122.674689,85.164,474.87,9196.9,12996.0,2.0058,304.02,762,27,474.85,2624
33060471,4783,4174,37.9521284,-122.674655,84.96,474.39,9192.6,13023.0,2.0058,304.02,762,27,474.44,2624
33066575,4784,4174,37.9521014,-122.674655,84.815,474.0,9189.6,13077.0,2.0058,304.02,762,27,474.15,2624
33072680,4785,4175,37.9520743,-122.674621,84.611,473.62,9185.4,13653.0,2.0058,304.02,762,27,473.74,2624
33078784,4786,4176,37.9520471,-122.674587,84.409,473.36,9181.1,13752.0,2.0058,304.02,762,27,473.33,2624
33078785,4786,4177,37.952047,-122.674553,84.267,473.2,9178.1,13761.0,2.0058,304.02,762,27,473.05,2624
33078786,4786,4178,37.9520469,-122.674519,84.125,473.13,9175.1,19062.0,2.0058,304.02,762,27,472.76,2624
33084890,4787,4179,37.9520198,-122.674485,83.944,473.13,9170.9,19359.0,2.0058,304.02,762,27,472.4,2624
33090992,4788,4178,37.9519929,-122.674519,83.763,473.13,9166.7,24336.0,2.0058,304.02,762,27,472.04,2624
33097093,4789,4177,37.9519659,-122.674553,83.596,472.88,9162.4,24372.0,2.0058,304.02,762,27,471.7,2624
33103194,4790,4176,37.951939,-122.674588,83.428,472.54,9158.2,26631.0,2.0058,304.02,762,27,471.37,2624
33109295,4791,4175,37.951912,-122.674622,83.266,472.43,9153.9,26865.0,2.0058,304.02,762,27,471.04,2624
33115397,4792,4175,37.951885,-122.674622,83.151,472.14,9150.9,26910.0,2.0058,304.02,762,27,470.81,2624
33121498,4793,4175,37.9518579,-122.674622,83.036,471.78,9147.9,26982.0,2.0058,304.02,762,27,470.58,2624
33127598,4794,4175,37.9518309,-122.674622,82.922,471.25,9144.9,27000.0,2.0058,304.02,762,27,470.35,2624
33133698,4795,4175,37.9518039,-122.674622,82.807,470.78,9141.9,27207.0,2.0058,304.02,762,27,470.12,2624
33139797,4796,4174,37.9517769,-122.674657,82.645,470.7,9137.7,27648.0,2.0058,304.02,762,27,469.8,2624
33145895,4797,4173,37.95175,-122.674691,82.485,470.42,9133.4,27783.0,2.0058,304.02,762,27,469.47,2624
33151994,4798,4173,37.9517229,-122.674691,82.371,469.97,9130.4,27819.0,2.0058,304.02,762,27,469.25,2624
33158093,4799,4173,37.9516959,-122.674691,82.258,469.58,9127.4,27864.0,2.0058,304.02,762,27,469.02,2624
33164190,4800,4172,37.951669,-122.674726,82.097,469.2,9123.2,28242.0,2.0058,304.02,762,27,468.7,2625
33170288,4801,4172,37.9516419,-122.674726,81.984,468.84,9120.2,28341.0,2.0058,304.02,762,27,468.47,2625
33176384,4802,4171,37.951615,-122.67476,81.825,468.26,9116.0,28791.0,2.0058,304.02,762,27,468.15,2625
33182481,4803,4171,37.9515879,-122.67476,81.712,467.73,9113.0,28980.0,2.0058,304.02,762,27,467.93,2625
33188578,4804,4171,37.9515609,-122.67476,81.6,467.37,9110.0,29466.0,2.0058,304.02,762,27,467.7,2625
33194675,4805,4171,37.9515339,-122.67476,81.489,467.15,9107.0,29475.0,2.0058,304.02,762,27,467.48,2625
33200772,4806,4171,37.9515068,-122.67476,81.378,466.61,9104.0,29520.0,2.0058,304.02,762,27,467.25,2625
33206868,4807,4171,37.9514798,-122.674761,81.266,466.01,9101.0,29808.0,2.0058,304.02,762,27,467.03,2625
