node,row,col,latitude,longitude,chi,elevation,flow_distance,drainage_area,m_chi,b_chi,source_key,basin_key,segmented_elevation,segment_number
27741008,3935,3389,37.9751281,-122.701368,114.91,433.64,13316.0,3465.0,3.441,40.85,510,21,436.25,1758
27747489,3936,3388,37.9751012,-122.701402,114.59,433.16,13312.0,3501.0,3.441,40.85,510,21,435.17,1758
27753971,3937,3388,37.9750742,-122.701402,114.37,432.75,13309.0,3789.0,3.441,40.85,510,21,434.41,1758
27760452,3938,3387,37.9750472,-122.701436,114.07,432.15,13305.0,3888.0,3.441,40.85,510,21,433.37,1758
27760451,3938,3386,37.9750473,-122.701471,113.86,431.91,13302.0,4203.0,3.441,40.85,510,21,432.64,1758
27766931,3939,3385,37.9750203,-122.701505,113.56,431.48,13298.0,4248.0,3.441,40.85,510,21,431.62,1758
27773410,3940,3384,37.9749934,-122.701539,113.27,430.95,13293.0,4311.0,3.441,40.85,510,21,430.62,1758
27779889,3941,3383,37.9749664,-122.701573,112.98,430.38,13289.0,4320.0,3.441,40.85,510,21,429.61,1758
27786368,3942,3382,37.9749395,-122.701608,112.69,429.49,13285.0,6273.0,3.441,40.85,510,21,428.61,1758
27792846,3943,3381,37.9749125,-122.701642,112.43,428.82,13281.0,6588.0,3.441,40.85,510,21,427.72,1758
27792845,3943,3380,37.9749126,-122.701676,112.25,428.19,13278.0,7416.0,3.441,40.85,510,21,427.1,1758
27799322,3944,3379,37.9748857,-122.70171,112.0,427.3,13274.0,7578.0,3.441,40.85,510,21,426.26,1758
27805798,3945,3378,37.9748587,-122.701745,111.76,426.52,13269.0,7821.0,3.441,40.85,510,21,425.42,1758
27812274,3946,3377,37.9748318,-122.701779,111.52,425.76,13265.0,8019.0,3.441,40.85,510,21,424.59,1758
27818749,3947,3376,37.9748048,-122.701813,111.28,424.98,13261.0,8316.0,3.441,40.85,510,21,423.77,1758
27818748,3947,3375,37.9748049,-122.701847,111.11,424.32,13258.0,8847.0,3.441,40.85,510,21,423.2,1758
27818747,3947,3374,37.974805,-122.701881,110.95,423.87,13255.0,9306.0,3.441,40.85,510,21,422.63,1758
27825221,3948,3373,37.974778,-122.701916,110.72,423.12,13251.0,9585.0,3.441,40.85,510,21,421.85,1758
27831695,3949,3372,37.9747511,-122.70195,110.5,422.03,13246.0,9972.0,3.441,40.85,510,21,421.07,1758
27838169,3950,3371,37.9747241,-122.701984,110.27,421.32,13242.0,10503.0,3.441,40.85,510,21,420.31,1758
27844642,3951,3370,37.9746972,-122.702018,110.05,420.39,13238.0,10656.0,3.441,40.85,510,21,419.55,1758
27844641,3951,3369,37.9746973,-122.702053,109.9,419.62,13235.0,11655.0,3.441,40.85,510,21,419.02,1758
27851114,3952,3368,37.9746703,-122.702087,109.69,418.5,13231.0,11763.0,3.441,40.85,510,21,418.29,1758
27857586,3953,3367,37.9746434,-122.702121,109.48,417.58,13226.0,12132.0,3.441,40.85,510,21,417.56,1758
27857585,3953,3366,37.9746434,-122.702155,109.33,417.09,13223.0,13311.0,3.441,40.85,510,21,417.05,1758
27864057,3954,3365,37.9746165,-122.70219,109.13,416.05,13219.0,13599.0,3.441,40.85,510,21,416.36,1758
27864056,3954,3364,37.9746166,-122.702224,108.98,415.98,13216.0,13770.0,3.441,40.85,510,21,415.86,1759
27870528,3955,3363,37.9745896,-122.702258,108.78,415.98,13212.0,14706.0,3.441,40.85,510,21,415.17,1759
27876999,3956,3362,37.9745627,-122.702292,108.58,415.26,13208.0,14733.0,3.441,40.85,510,21,414.5,1759
27883470,3957,3361,37.9745357,-122.702327,108.39,414.24,13203.0,15507.0,3.441,40.85,510,21,413.82,1759
27889941,3958,3360,37.9745088,-122.702361,108.19,413.39,13199.0,15885.0,3.441,40.85,510,21,413.15,1759
27889940,3958,3359,37.9745089,-122.702395,108.06,412.85,13196.0,16686.0,3.441,40.85,510,21,412.69,1759
27896411,3959,3358,37.9744819,-122.702429,107.87,411.96,13192.0,17280.0,3.441,40.85,510,21,412.04,1759
27902881,3960,3357,37.974455,-122.702463,107.68,410.96,13188.0,17451.0,3.441,40.85,510,21,411.39,1759
27909351,3961,3356,37.974428,-122.702498,107.5,409.8,13183.0,17667.0,3.441,40.85,510,21,410.75,1759
27909350,3961,3355,37.9744281,-122.702532,107.37,409.31,13180.0,18072.0,3.441,40.85,510,21,410.3,1759
