X,Y,i,j,hilltop_id,Cht,S,R,Lh,BasinID,a,b,StreamID,HilltopSlope,DivergentCount,PlanarCountFlag,E_Star,R_Star,EucDist
528464,4181490.0,4750,4135,4,-0.0259057,0.132363,17.4329,131.706,16066,4775,4168,2624,0.121089,5,54,8.52981,0.165454,122.203
528468,4181490.0,4750,4136,4,-0.00451082,0.132199,16.9596,128.289,16066,4775,4168,2624,0.108881,5,53,1.44672,0.165248,119.82
528470,4181490.0,4750,4137,4,-0.00228992,0.133164,16.7325,125.653,16066,4775,4168,2624,0.0716868,5,52,0.71934,0.166455,117.465
528474,4181490.0,4750,4138,4,-0.00286922,0.133665,16.5919,124.13,16066,4775,4168,2624,0.0476677,5,51,0.890393,0.167081,115.14
528476,4181490.0,4750,4139,4,-0.00607288,0.134275,16.4993,122.877,16066,4775,4168,2624,0.0464546,5,50,1.86554,0.167844,112.848
528480,4181490.0,4750,4140,4,-0.020262,0.135012,16.6075,123.007,16066,4775,4168,2624,0.043973,5,53,6.23093,0.168765,110.588
528482,4181490.0,4750,4141,4,-0.0338844,0.135233,16.7649,123.97,16066,4775,4168,2624,0.0158446,5,50,10.5016,0.169042,108.365
528458,4181490.0,4751,4133,4,-0.0222834,0.134637,17.8269,132.407,16066,4775,4168,2624,0.0309481,4,54,7.37619,0.168296,125.336
528462,4181490.0,4751,4134,4,-0.025744,0.136879,17.774,129.852,16066,4775,4168,2624,0.0828617,4,55,8.3573,0.171098,122.868
528482,4181490.0,4751,4141,4,-0.0357782,0.139911,16.6552,119.041,16066,4775,4168,2624,0.0959816,4,50,10.6477,0.174889,106.353
528486,4181490.0,4751,4142,4,-0.0489701,0.1429,16.8038,117.591,16066,4775,4168,2624,0.0546537,3,50,14.3961,0.178625,104.126
528488,4181490.0,4751,4143,4,-0.0551198,0.14387,16.7691,116.557,16066,4775,4168,2624,0.0486796,1,49,16.0615,0.179838,101.939
528492,4181490.0,4751,4144,4,-0.0502135,0.15301,16.6311,108.693,16066,4775,4168,2624,0.0851093,0,47,13.6446,0.191262,100.19
528494,4181490.0,4751,4145,4,-0.0319341,0.151396,16.2938,107.623,16066,4775,4168,2624,0.129051,0,46,8.59215,0.189245,98.1342
528452,4181500.0,4755,4131,4,-0.0162841,0.136441,18.3924,134.8,16066,4775,4168,2624,0.160374,6,56,5.48775,0.170552,124.261
528450,4181510.0,4756,4130,4,-0.0106765,0.135217,19.0984,141.243,16066,4775,4168,2624,0.175431,5,59,3.76996,0.169022,125.561
528452,4181510.0,4756,4131,4,-0.000341204,0.138647,18.7304,135.094,16066,4775,4168,2624,0.192971,6,55,0.115237,0.173309,122.877
528596,4181510.0,4758,4179,3,-0.00890428,0.0823744,6.62234,80.3932,16066,4780,4178,2658,0.117621,0,40,1.78961,0.102968,64.5174
528600,4181510.0,4758,4180,3,-0.0085296,0.089522,6.84756,76.4903,16066,4780,4178,2658,0.113758,0,37,1.63108,0.111902,64.6568
528602,4181510.0,4758,4181,3,-0.00982539,0.0961296,7.44324,77.4292,16066,4780,4178,2658,0.123127,0,40,1.90193,0.120162,64.9346
