node,row,col,latitude,longitude,chi,elevation,flow_distance,drainage_area,m_chi,b_chi,source_key,basin_key,segmented_elevation,segment_number
31685596,4559,3906,37.95821,-122.683781,109.84,462.82,10879.0,3123.0,5.2166,-106.55,680,25,466.42,2353
31685595,4559,3905,37.9582101,-122.683815,109.61,462.05,10876.0,3303.0,5.2166,-106.55,680,25,465.23,2353
31691776,4560,3904,37.9581831,-122.683849,109.29,461.22,10872.0,3465.0,5.2166,-106.55,680,25,463.58,2353
31691775,4560,3903,37.9581832,-122.683883,109.07,460.74,10869.0,3942.0,5.2166,-106.55,680,25,462.42,2353
31697955,4561,3902,37.9581563,-122.683917,108.77,460.04,10864.0,4095.0,5.2166,-106.55,680,25,460.86,2353
31697954,4561,3901,37.9581564,-122.683952,108.56,458.81,10861.0,4689.0,5.2166,-106.55,680,25,459.77,2353
31697953,4561,3900,37.9581565,-122.683986,108.36,458.3,10858.0,4725.0,5.2166,-106.55,680,25,458.72,2353
31704133,4562,3899,37.9581295,-122.68402,108.08,457.33,10854.0,4887.0,5.2166,-106.55,680,25,457.24,2353
31704132,4562,3898,37.9581296,-122.684054,107.88,456.44,10851.0,4959.0,5.2166,-106.55,680,25,456.21,2353
31704131,4562,3897,37.9581297,-122.684088,107.68,455.6,10848.0,5436.0,5.2166,-106.55,680,25,455.18,2353
31704130,4562,3896,37.9581298,-122.684122,107.49,455.13,10845.0,5463.0,5.2166,-106.55,680,25,454.18,2353
31710310,4563,3895,37.9581029,-122.684157,107.22,453.83,10841.0,5670.0,5.2166,-106.55,680,25,452.78,2353
31710309,4563,3894,37.9581029,-122.684191,107.03,452.54,10838.0,5733.0,5.2166,-106.55,680,25,451.79,2353
31710308,4563,3893,37.958103,-122.684225,106.84,451.77,10835.0,5796.0,5.2166,-106.55,680,25,450.81,2353
31710307,4563,3892,37.9581031,-122.684259,106.66,451.2,10832.0,6075.0,5.2166,-106.55,680,25,449.83,2353
31716486,4564,3891,37.9580762,-122.684293,106.39,450.23,10828.0,6273.0,5.2166,-106.55,680,25,448.47,2353
31716485,4564,3890,37.9580763,-122.684328,106.21,449.43,10825.0,7254.0,5.2166,-106.55,680,25,447.52,2353
31722663,4565,3889,37.9580493,-122.684362,105.97,448.67,10820.0,7308.0,5.2166,-106.55,680,25,446.23,2353
31722662,4565,3888,37.9580494,-122.684396,105.79,447.74,10817.0,7515.0,5.2166,-106.55,680,25,445.32,2353
31728839,4566,3887,37.9580225,-122.68443,105.55,446.77,10813.0,7605.0,5.2166,-106.55,680,25,444.05,2353
31728838,4566,3886,37.9580226,-122.684464,105.38,445.64,10810.0,8172.0,5.2166,-106.55,680,25,443.15,2353
31735015,4567,3885,37.9579956,-122.684499,105.14,444.46,10806.0,8694.0,5.2166,-106.55,680,25,441.91,2353
31735014,4567,3884,37.9579957,-122.684533,104.97,443.47,10803.0,9216.0,5.2166,-106.55,680,25,441.05,2353
31741191,4568,3883,37.9579688,-122.684567,104.74,442.1,10799.0,10314.0,5.2166,-106.55,680,25,439.86,2353
31747368,4569,3882,37.9579418,-122.684601,104.52,440.86,10795.0,10395.0,5.2166,-106.55,680,25,438.71,2353
31753545,4570,3881,37.9579149,-122.684636,104.3,439.46,10790.0,10458.0,5.2166,-106.55,680,25,437.56,2353
31753544,4570,3880,37.957915,-122.68467,104.15,438.5,10787.0,10881.0,5.2166,-106.55,680,25,436.75,2353
31759721,4571,3879,37.957888,-122.684704,103.93,436.83,10783.0,11034.0,5.2166,-106.55,680,25,435.62,2353
31765897,4572,3878,37.9578611,-122.684738,103.72,435.07,10779.0,11133.0,5.2166,-106.55,680,25,434.5,2354
31765896,4572,3877,37.9578612,-122.684772,103.56,434.25,10776.0,11547.0,5.2166,-106.55,680,25,433.7,2354
31772072,4573,3876,37.9578342,-122.684807,103.35,433.01,10772.0,11880.0,5.2166,-106.55,680,25,432.59,2354
31778248,4574,3875,37.9578073,-122.684841,103.14,431.58,10767.0,12042.0,5.2166,-106.55,680,25,431.5,2354
31784424,4575,3874,37.9577803,-122.684875,102.93,430.45,10763.0,12231.0,5.2166,-106.55,680,25,430.4,2354
31790600,4576,3873,37.9577534,-122.68491,102.72,429.18,10759.0,13095.0,5.2166,-106.55,680,25,429.31,2354
31796775,4577,3872,37.9577264,-122.684944,102.52,428.17,10755.0,13311.0,5.2166,-106.55,680,25,428.25,2354
31802949,4578,3871,37.9576995,-122.684978,102.31,427.23,10750.0,13536.0,5.2166,-106.55,680,25,427.19,2354
31809124,4579,3871,37.9576724,-122.684978,102.17,426.23,10747.0,14139.0,5.2166,-106.55,680,25,426.44,2354
31815297,4580,3870,37.9576455,-122.685012,101.97,425.39,10743.0,14319.0,5.2166,-106.55,680,25,425.4,2354
31821470,4581,3869,37.9576185,-122.685047,101.77,424.39,10739.0,14481.0,5.2166,-106.55,680,25,424.37,2354
31827644,4582,3869,37.9575915,-122.685047,101.63,423.66,10736.0,15012.0,5.2166,-106.55,680,25,423.64,2354
31833816,4583,3868,37.9575646,-122.685081,101.44,422.52,10732.0,15138.0,5.2166,-106.55,680,25,422.62,2354
31839988,4584,3867,37.9575376,-122.685115,101.24,421.41,10727.0,15291.0,5.2166,-106.55,680,25,421.6,2354
31846159,4585,3866,37.9575107,-122.68515,101.05,420.29,10723.0,15489.0,5.2166,-106.55,680,25,420.59,2354
31852330,4586,3866,37.9574836,-122.68515,100.91,419.55,10720.0,15642.0,5.2166,-106.55,680,25,419.87,2354
31858501,4587,3866,37.9574566,-122.68515,100.78,418.47,10717.0,15930.0,5.2166,-106.55,680,25,419.16,2354
31864671,4588,3866,37.9574295,-122.68515,100.64,417.34,10714.0,16047.0,5.2166,-106.55,680,25,418.45,2354
31870839,4589,3865,37.9574026,-122.685184,100.45,415.58,10710.0,16290.0,5.2166,-106.55,680,25,417.45,2354
31877008,4590,3865,37.9573756,-122.685184,100.31,414.09,10707.0,16767.0,5.2166,-106.55,680,25,416.75,2354
31883175,4591,3864,37.9573486,-122.685219,100.13,412.95,10703.0,16992.0,5.2166,-106.55,680,25,415.77,2354
31889343,4592,3864,37.9573216,-122.685219,99.993,411.51,10700.0,17172.0,10.803,-665.05,680,25,415.13,2355
